estado,data,primeiro_estadiamento,custo_estadiamento,numero_pacientes,numero_municipios,obitos,obitos_futuros,numero_procedimentos,numero_diagnosticos
Roraima,201304,0,239.25,4,1,0,0,4,0
Roraima,201304,1,3106.5,13,1,0,0,13,0
Roraima,201304,2,7875.5,30,1,0,1,31,0
Roraima,201304,3,8833.25,36,6,0,0,36,0
Roraima,201304,4,6717.5,8,1,0,0,8,0
Pará,201304,2,102470.8,362,57,0,2,368,14
Pará,201304,3,193335.44999999998,323,57,0,6,336,20
Pará,201304,4,47353.600000000006,48,18,0,1,49,12
Amapá,201304,2,10407.0,18,4,0,1,18,2
Amapá,201304,1,879.75,2,2,0,0,2,0
Amapá,201304,3,7774.5,10,4,0,0,10,0
Amapá,201304,4,4678.0,3,1,0,0,3,0
Tocantins,201304,3,79124.99999999999,107,43,1,4,112,4
Tocantins,201304,1,14104.0,48,18,0,0,52,0
Tocantins,201304,0,649.75,2,2,0,0,2,1
Tocantins,201304,2,57034.35,125,32,0,1,130,1
Tocantins,201304,4,37326.65,21,16,0,4,24,4
Maranhão,201304,0,1639.25,4,4,0,0,4,0
Piauí,201304,2,141167.55,524,108,1,3,545,9
Piauí,201304,1,80170.4,328,85,1,3,336,6
Piauí,201304,3,179530.49999999997,372,82,0,12,402,11
Piauí,201304,4,49140.6,38,18,2,4,40,3
Ceará,201304,1,245023.19999999998,1200,110,0,1,1215,24
Ceará,201304,2,631583.05,1827,146,0,3,1878,62
Ceará,201304,3,915141.5000000003,1664,154,0,6,1730,64
Ceará,201304,0,71584.34999999999,270,57,0,0,271,0
Ceará,201304,4,284950.49999999994,316,74,0,1,330,15
Rio Grande do Norte,201304,1,70208.05,339,60,0,4,353,10
Rio Grande do Norte,201304,2,305658.65,646,112,1,7,686,18
Rio Grande do Norte,201304,3,447917.25,631,107,3,14,686,26
Rio Grande do Norte,201304,4,118964.90000000001,77,24,0,5,81,4
Rio Grande do Norte,201304,0,4119.9,4,3,0,0,4,1
Paraíba,201304,3,413986.0500000001,860,149,2,21,894,35
Paraíba,201304,0,16908.9,54,22,0,0,54,0
Paraíba,201304,2,186855.64999999997,671,119,0,6,685,21
Paraíba,201304,1,40826.8,265,62,0,2,269,10
Paraíba,201304,4,116907.34999999999,96,34,0,2,101,4
Pernambuco,201304,0,100989.45000000001,174,59,0,2,176,9
Pernambuco,201304,1,137163.15,601,107,0,3,616,18
Pernambuco,201304,2,740814.0500000002,2032,161,1,15,2096,66
Pernambuco,201304,3,732723.8500000003,1373,151,2,16,1426,42
Pernambuco,201304,4,292032.19999999995,349,64,1,9,359,18
Pernambuco,201304,,3659.15,3,3,0,0,3,0
Alagoas,201304,2,148712.49999999997,407,71,1,6,419,8
Alagoas,201304,3,335438.80000000005,469,84,2,20,493,20
Alagoas,201304,1,30475.15,161,36,0,2,165,7
Alagoas,201304,0,8935.8,22,7,0,0,23,1
Alagoas,201304,4,92743.90000000001,80,21,0,4,81,5
Sergipe,201304,2,75999.3,243,43,0,1,252,19
Sergipe,201304,3,161438.75,245,44,1,3,253,25
Sergipe,201304,0,1939.25,4,4,0,0,4,0
Sergipe,201304,1,20885.5,96,19,0,0,100,7
Sergipe,201304,4,56095.25,47,16,0,1,48,4
Bahia,201304,1,169000.6,998,170,0,5,1034,43
Bahia,201304,2,631484.8,2208,302,0,24,2289,89
Bahia,201304,3,946583.8000000005,1665,281,3,53,1750,81
Bahia,201304,4,438969.94999999995,403,132,0,17,414,26
Bahia,201304,0,22696.15,28,15,0,0,31,2
Bahia,201304,,79.75,1,1,0,0,1,0
Minas Gerais,201304,1,719915.4500000004,3586,481,1,22,3697,109
Minas Gerais,201304,2,1702399.5499999989,5429,626,1,68,5627,135
Minas Gerais,201304,3,2227833.699999996,3795,584,6,105,4007,135
Minas Gerais,201304,4,796815.6500000011,816,257,2,40,864,43
Minas Gerais,201304,0,92930.6,206,100,0,3,215,7
Minas Gerais,201304,,301.5,1,1,0,0,1,0
Espírito Santo,201304,0,35902.5,118,24,0,2,122,15
Espírito Santo,201304,1,96317.90000000001,482,56,0,8,493,14
Espírito Santo,201304,2,177812.2,701,63,0,12,714,8
Espírito Santo,201304,3,391278.35000000003,742,72,0,19,768,20
Espírito Santo,201304,4,145604.9,167,38,0,10,169,7
Rio de Janeiro,201304,1,235810.34999999998,1581,82,0,6,1610,55
Rio de Janeiro,201304,2,732705.55,2909,88,1,18,2983,98
Rio de Janeiro,201304,3,1627321.9999999998,3337,86,3,31,3442,190
Rio de Janeiro,201304,4,530610.15,822,71,3,22,836,72
Rio de Janeiro,201304,0,47261.600000000006,132,37,0,3,135,13
Rio de Janeiro,201304,,381.25,8,2,0,0,8,0
São Paulo,201304,0,845727.2999999999,1939,213,3,17,1998,103
São Paulo,201304,1,1421085.3,7260,497,2,35,7419,216
São Paulo,201304,2,3188739.4499999997,10949,538,5,108,11250,274
São Paulo,201304,3,4021656.199999998,7876,524,9,154,8201,277
São Paulo,201304,4,1750615.5500000003,2210,306,9,92,2319,102
São Paulo,201304,,79.75,1,1,0,0,1,0
Paraná,201304,0,75543.6,287,87,0,4,291,1
Paraná,201304,2,843653.5500000004,2780,321,1,33,2896,62
Paraná,201304,3,1202934.7000000002,2455,308,5,45,2588,72
Paraná,201304,1,302476.89999999997,1671,242,0,9,1716,44
Paraná,201304,4,480820.90000000014,602,156,2,33,645,26
Santa Catarina,201304,1,270976.5,1591,183,0,7,1628,53
Santa Catarina,201304,2,507748.50000000023,1878,207,2,15,1920,51
Santa Catarina,201304,3,687575.7000000001,1427,222,1,20,1467,52
Santa Catarina,201304,4,415012.10000000015,518,129,1,12,548,31
Santa Catarina,201304,0,67325.75,153,62,0,6,154,8
Rio Grande do Sul,201304,2,1356259.749999999,4593,403,3,56,4698,105
Rio Grande do Sul,201304,0,101125.70000000001,331,98,0,0,338,14
Rio Grande do Sul,201304,1,793420.3500000003,3641,361,1,20,3719,106
Rio Grande do Sul,201304,4,700502.2500000008,899,223,9,35,933,43
Rio Grande do Sul,201304,3,1354919.5999999996,3054,374,3,65,3165,82
Mato Grosso do Sul,201304,2,239029.69999999998,639,63,0,5,664,20
Mato Grosso do Sul,201304,3,284747.9,453,66,1,12,483,11
Mato Grosso do Sul,201304,1,81946.35,416,42,0,1,422,14
Mato Grosso do Sul,201304,4,82199.79999999999,68,23,1,7,78,8
Mato Grosso do Sul,201304,0,8704.8,15,8,0,0,15,1
Mato Grosso,201304,2,148026.4,408,69,2,14,433,10
Mato Grosso,201304,3,252572.99999999997,448,81,1,36,473,14
Mato Grosso,201304,4,72883.0,68,31,0,17,70,5
Mato Grosso,201304,,79.75,1,1,0,0,1,0
Goiás,201304,0,92911.29999999999,215,54,0,4,218,4
Goiás,201304,2,256249.65000000002,769,130,1,17,792,28
Goiás,201304,3,518884.3000000003,757,127,2,34,802,34
Goiás,201304,1,88021.25,384,79,0,4,407,15
Goiás,201304,4,122188.14999999995,98,29,2,7,101,8
Distrito Federal,201304,0,17041.5,65,1,0,0,65,2
Distrito Federal,201304,1,19961.5,99,1,0,0,99,22
Distrito Federal,201304,2,58699.350000000006,227,1,0,1,227,34
Distrito Federal,201304,3,94649.2,168,1,0,1,171,32
Distrito Federal,201304,4,37294.25,40,1,0,0,40,17
Rondônia,201305,2,33786.8,87,22,0,3,94,1
Rondônia,201305,3,48315.799999999996,102,25,0,3,107,3
Rondônia,201305,1,6769.1,47,15,0,0,48,1
Rondônia,201305,4,17188.199999999997,21,10,0,3,22,1
Acre,201305,3,37900.65,55,8,0,0,58,3
Acre,201305,0,79.75,1,1,0,0,1,0
Acre,201305,2,20461.5,49,5,0,1,49,3
Acre,201305,1,3144.0,24,1,0,0,25,0
Acre,201305,4,3578.5,5,2,0,0,6,0
Amazonas,201305,3,133524.84999999998,255,13,0,1,257,14
Amazonas,201305,1,13013.0,75,5,0,0,75,4
Amazonas,201305,2,85848.0,306,9,0,0,309,10
Amazonas,201305,4,49587.05,47,2,0,0,48,2
Amazonas,201305,0,2388.75,4,2,0,0,4,0
Roraima,201305,0,569.25,4,1,0,0,5,0
Roraima,201305,1,2947.0,13,1,0,0,13,0
Roraima,201305,2,7085.5,28,1,0,1,28,1
Roraima,201305,3,3583.25,36,6,0,0,36,0
Roraima,201305,4,6717.5,7,1,0,0,7,0
Pará,201305,1,24884.9,183,24,0,1,190,6
Pará,201305,2,108933.2,492,61,0,2,506,28
Pará,201305,3,196928.85,420,65,0,6,446,24
Pará,201305,4,53424.90000000001,60,20,0,1,61,6
Pará,201305,0,79.75,1,1,0,0,1,0
Amapá,201305,2,12541.75,20,4,0,1,22,2
Amapá,201305,1,2200.0,2,1,0,0,2,1
Amapá,201305,3,5959.5,9,4,0,0,9,0
Amapá,201305,4,2530.0,3,1,0,0,3,1
Tocantins,201305,3,82743.75,113,43,0,4,118,5
Tocantins,201305,1,8081.75,49,19,0,0,51,1
Tocantins,201305,0,3189.75,2,2,0,0,2,0
Tocantins,201305,2,51677.2,120,31,0,0,125,1
Tocantins,201305,4,30370.25,22,17,1,5,23,1
Maranhão,201305,1,48852.1,251,55,0,3,253,10
Maranhão,201305,2,181835.24999999997,565,91,0,8,585,14
Maranhão,201305,3,331303.75,516,101,1,13,543,18
Maranhão,201305,4,105603.95000000001,102,32,0,7,105,10
Maranhão,201305,0,1559.5,4,4,0,0,4,0
Ceará,201305,1,230029.55000000002,1200,110,0,1,1229,27
Ceará,201305,2,617399.3000000003,1836,149,0,2,1893,61
Ceará,201305,3,926963.6000000002,1705,154,0,6,1781,58
Ceará,201305,0,66309.3,259,54,0,0,263,2
Ceará,201305,4,237168.19999999995,312,67,0,1,327,15
Rio Grande do Norte,201305,1,69461.4,347,60,0,4,358,16
Rio Grande do Norte,201305,2,309698.50000000006,654,114,0,7,694,14
Rio Grande do Norte,201305,3,455247.35000000003,630,106,1,14,680,15
Rio Grande do Norte,201305,4,114254.15000000002,77,24,1,5,85,3
Rio Grande do Norte,201305,0,2851.5,3,3,0,0,3,0
Paraíba,201305,3,422350.4000000002,885,156,1,21,912,42
Paraíba,201305,0,9799.4,50,22,0,0,50,0
Paraíba,201305,2,185441.3,685,123,0,6,696,23
Paraíba,201305,1,44882.950000000004,267,63,0,2,269,14
Paraíba,201305,4,130383.49999999997,96,34,0,3,98,5
Pernambuco,201305,0,112526.65000000001,182,61,0,2,187,12
Pernambuco,201305,1,138571.0,620,106,0,3,640,22
Pernambuco,201305,2,766890.8500000001,2079,163,1,16,2144,76
Pernambuco,201305,3,740466.2500000001,1386,151,1,17,1436,55
Pernambuco,201305,4,260649.44999999995,339,61,1,8,347,7
Pernambuco,201305,,3209.65,3,3,0,0,3,0
Alagoas,201305,2,141688.5,403,70,0,6,413,8
Alagoas,201305,3,310168.35000000003,460,82,3,20,485,13
Alagoas,201305,1,28652.4,160,36,0,2,162,4
Alagoas,201305,0,10705.55,22,6,0,0,22,1
Alagoas,201305,4,97844.90000000001,76,22,0,6,78,5
Sergipe,201305,2,61565.55,244,44,0,3,248,11
Sergipe,201305,3,187119.05,278,45,0,2,291,29
Sergipe,201305,0,2918.25,5,4,0,0,5,1
Sergipe,201305,1,22610.0,110,22,0,0,114,9
Sergipe,201305,4,63618.30000000001,55,19,0,1,56,5
Bahia,201305,1,163482.7,1020,173,0,4,1063,37
Bahia,201305,2,639964.2000000001,2229,300,0,25,2315,57
Bahia,201305,3,953906.5500000005,1690,282,2,55,1798,71
Bahia,201305,4,439269.89999999997,407,129,2,16,422,20
Bahia,201305,0,8087.35,27,16,0,0,28,0
Bahia,201305,,529.25,1,1,0,0,1,0
Minas Gerais,201305,1,687178.7500000001,3610,486,1,23,3715,93
Minas Gerais,201305,2,1679558.9999999993,5465,630,3,68,5674,131
Minas Gerais,201305,3,2206941.999999996,3813,588,6,108,4052,120
Minas Gerais,201305,4,824266.8500000011,833,260,2,43,876,43
Minas Gerais,201305,0,71320.05,202,99,0,3,211,9
Minas Gerais,201305,,301.5,1,1,0,0,1,0
Espírito Santo,201305,0,41917.0,124,26,0,1,129,12
Espírito Santo,201305,1,114660.5,495,57,0,7,516,23
Espírito Santo,201305,2,185243.94999999998,687,64,0,13,699,11
Espírito Santo,201305,3,379461.35000000003,754,75,1,22,785,27
Espírito Santo,201305,4,156030.14999999997,172,38,0,10,179,5
Rio de Janeiro,201305,1,246491.35,1561,80,0,7,1590,47
Rio de Janeiro,201305,2,706802.2500000001,2821,87,1,16,2897,98
Rio de Janeiro,201305,3,1611395.1499999994,3283,85,5,31,3383,194
Rio de Janeiro,201305,4,499899.49999999994,747,67,3,22,765,56
Rio de Janeiro,201305,0,56428.850000000006,146,38,0,3,147,25
Rio de Janeiro,201305,,1060.25,9,2,0,0,9,0
São Paulo,201305,0,835104.8000000004,1947,208,2,16,2015,87
São Paulo,201305,1,1437020.5000000005,7293,497,2,35,7460,165
São Paulo,201305,2,3161390.5999999987,11037,541,6,110,11353,212
São Paulo,201305,3,4088564.4499999983,8043,525,7,158,8426,259
São Paulo,201305,4,1746933.1500000008,2251,306,6,93,2343,86
São Paulo,201305,,79.75,1,1,0,0,1,0
Paraná,201305,0,78235.45000000001,292,87,0,5,301,10
Paraná,201305,2,829102.0500000004,2803,320,1,33,2898,62
Paraná,201305,3,1218109.3500000003,2486,312,2,46,2639,78
Paraná,201305,1,321959.35,1668,242,1,9,1716,23
Paraná,201305,4,469524.0500000001,609,159,4,33,637,24
Santa Catarina,201305,1,242912.09999999998,1592,185,1,7,1630,40
Santa Catarina,201305,2,529830.7500000001,1887,210,1,14,1942,48
Santa Catarina,201305,3,698708.3500000002,1419,223,2,19,1480,42
Santa Catarina,201305,4,378197.9500000001,511,128,1,12,527,25
Santa Catarina,201305,0,60918.0,141,54,0,7,144,4
Rio Grande do Sul,201305,2,1386488.4499999986,4631,407,4,52,4756,89
Rio Grande do Sul,201305,0,97273.2,327,95,0,0,333,7
Rio Grande do Sul,201305,1,858197.2500000002,3701,363,0,21,3779,120
Rio Grande do Sul,201305,4,698858.4500000005,896,224,1,30,931,35
Rio Grande do Sul,201305,3,1372628.2499999988,3086,375,6,66,3176,70
Mato Grosso do Sul,201305,2,199429.34999999998,629,63,0,5,649,8
Mato Grosso do Sul,201305,3,279657.94999999995,457,64,1,12,482,19
Mato Grosso do Sul,201305,1,80068.05,411,43,0,1,413,12
Mato Grosso do Sul,201305,4,72677.05000000002,64,22,1,8,68,4
Mato Grosso do Sul,201305,0,6829.55,14,8,0,0,14,0
Mato Grosso,201305,2,131386.75,413,70,0,13,436,14
Mato Grosso,201305,3,230895.4,454,83,2,38,476,15
Mato Grosso,201305,1,40580.65,226,43,0,3,231,7
Mato Grosso,201305,4,77648.05,72,32,1,17,77,5
Mato Grosso,201305,0,4735.75,12,9,0,1,12,1
Mato Grosso,201305,,2458.65,2,2,0,0,2,0
Goiás,201305,4,115419.74999999996,98,31,1,7,101,7
Distrito Federal,201305,0,12776.25,60,1,0,0,60,2
Distrito Federal,201305,1,5813.25,57,1,0,0,57,14
Distrito Federal,201305,2,34158.8,121,1,0,1,123,21
Distrito Federal,201305,3,37360.1,85,1,0,1,88,15
Distrito Federal,201305,4,20022.55,18,1,0,0,18,4
Rondônia,201306,0,4777.65,4,3,0,1,5,0
Acre,201306,3,40233.85,60,9,0,1,62,4
Acre,201306,0,1129.75,2,2,0,0,2,1
Acre,201306,2,15755.35,50,5,0,1,50,3
Acre,201306,1,1993.75,25,1,0,0,25,1
Amazonas,201306,3,129700.29999999999,253,11,0,1,257,13
Amazonas,201306,1,13013.75,80,5,0,0,80,5
Amazonas,201306,2,90914.04999999999,304,10,0,0,307,13
Amazonas,201306,4,36020.25000000001,41,2,0,0,42,0
Amazonas,201306,0,2988.75,5,2,0,0,5,1
Roraima,201306,0,2059.0,4,1,0,0,5,0
Roraima,201306,1,1898.25,17,1,0,0,17,4
Roraima,201306,2,7016.5,28,1,0,1,28,3
Roraima,201306,3,3030.6,36,5,0,0,36,0
Roraima,201306,4,3539.25,8,1,0,0,8,0
Pará,201306,2,125893.59999999999,354,56,1,2,361,13
Pará,201306,3,176146.75,321,61,0,5,333,7
Pará,201306,1,23380.65,124,22,0,1,125,4
Pará,201306,4,58647.9,53,16,0,1,55,6
Pará,201306,0,79.75,1,1,0,0,1,0
Amapá,201306,2,15040.0,19,3,0,1,21,2
Amapá,201306,0,1700.0,1,1,0,0,1,1
Amapá,201306,1,2200.0,2,1,0,0,2,0
Amapá,201306,3,8286.5,9,4,0,0,10,0
Amapá,201306,4,5000.0,5,1,0,0,5,0
Tocantins,201306,3,85624.44999999998,116,44,0,4,126,5
Tocantins,201306,1,6920.5,50,19,0,0,53,3
Tocantins,201306,0,159.5,2,2,0,0,2,0
Tocantins,201306,2,42597.3,125,31,0,0,128,3
Tocantins,201306,4,21998.45,20,16,0,4,22,2
Maranhão,201306,1,51422.950000000004,251,54,0,3,258,6
Maranhão,201306,2,182008.64999999997,558,90,1,8,575,12
Maranhão,201306,3,306385.74999999994,504,98,1,12,526,14
Maranhão,201306,4,97962.20000000001,97,29,0,8,100,7
Maranhão,201306,0,2803.5,4,4,0,0,4,1
Piauí,201306,2,135728.94999999998,530,109,2,4,558,17
Piauí,201306,3,175816.34999999998,393,95,0,9,421,17
Piauí,201306,4,52241.95,36,19,0,4,39,3
Ceará,201306,1,215895.55000000005,1198,107,0,1,1216,20
Ceará,201306,2,615620.65,1853,149,0,3,1897,60
Ceará,201306,3,909909.3500000006,1716,156,0,6,1785,66
Ceará,201306,0,65021.850000000006,254,51,0,0,255,1
Ceará,201306,4,270766.69999999995,319,68,0,1,336,20
Rio Grande do Norte,201306,1,65109.65,348,60,2,4,363,15
Rio Grande do Norte,201306,2,252432.19999999995,642,114,0,7,679,6
Rio Grande do Norte,201306,3,424266.65,626,105,1,14,682,18
Rio Grande do Norte,201306,4,100656.15000000001,75,22,0,5,79,0
Rio Grande do Norte,201306,0,2131.5,3,2,0,0,3,1
Paraíba,201306,3,440590.64999999997,869,156,0,19,905,14
Paraíba,201306,0,9748.9,49,21,0,0,49,0
Paraíba,201306,2,186312.5,684,119,0,6,694,16
Paraíba,201306,1,43000.3,278,65,0,2,281,17
Paraíba,201306,4,122484.94999999997,96,34,0,3,101,3
Pernambuco,201306,0,104524.0,180,57,0,2,181,9
Pernambuco,201306,1,130225.8,638,110,1,3,654,18
Pernambuco,201306,2,705662.0000000001,2075,161,2,16,2136,36
Pernambuco,201306,3,710375.0500000002,1403,151,1,13,1446,51
Pernambuco,201306,4,243134.94999999998,329,61,0,6,340,9
Pernambuco,201306,,3209.65,3,3,0,0,3,0
Alagoas,201306,2,148726.3,405,72,0,6,419,6
Alagoas,201306,3,309186.45,455,79,1,19,489,15
Alagoas,201306,1,31965.300000000003,159,35,0,2,162,2
Alagoas,201306,4,98441.85,73,19,3,6,76,1
Alagoas,201306,0,10688.05,21,5,0,1,21,1
Sergipe,201306,2,48882.700000000004,152,35,0,3,156,2
Sergipe,201306,3,125735.20000000001,186,36,0,2,199,16
Sergipe,201306,0,4298.75,3,1,0,0,3,1
Sergipe,201306,1,14894.25,69,18,0,0,73,4
Sergipe,201306,4,33689.3,34,17,0,1,34,2
Bahia,201306,1,172004.7,1022,178,0,3,1057,22
Bahia,201306,2,632635.9,2227,293,0,27,2310,50
Bahia,201306,3,941183.2000000004,1678,276,2,52,1770,68
Bahia,201306,4,429354.6999999999,400,126,1,14,421,16
Bahia,201306,0,7685.0,28,19,0,0,28,1
Bahia,201306,,529.25,1,1,0,0,1,0
Minas Gerais,201306,3,2228411.599999996,3851,589,7,110,4059,119
Minas Gerais,201306,1,673015.7000000001,3644,480,0,25,3762,97
Minas Gerais,201306,2,1628201.2499999986,5474,632,3,65,5667,107
Minas Gerais,201306,4,803004.0500000012,830,265,6,44,873,34
Minas Gerais,201306,0,78460.55,201,99,0,2,210,15
Minas Gerais,201306,,301.5,1,1,0,0,1,0
Espírito Santo,201306,0,47177.65,139,26,0,0,139,18
Espírito Santo,201306,1,126484.84999999999,507,57,0,8,529,10
Espírito Santo,201306,2,194877.4,682,66,0,13,700,11
Espírito Santo,201306,3,404419.95,761,76,0,21,788,18
Espírito Santo,201306,4,146575.25,170,38,1,10,179,4
Rio de Janeiro,201306,1,239801.65,1505,79,1,7,1531,45
Rio de Janeiro,201306,2,639030.4000000001,2734,88,3,15,2785,68
Rio de Janeiro,201306,3,1545257.7000000002,3197,85,4,32,3288,147
Rio de Janeiro,201306,4,503442.5,699,66,4,22,717,48
Rio de Janeiro,201306,0,49386.450000000004,128,34,0,3,129,5
Rio de Janeiro,201306,,671.0,9,2,0,0,9,0
São Paulo,201306,0,867197.1000000002,1969,214,0,14,2019,90
São Paulo,201306,1,1335528.7000000004,7345,498,1,35,7511,163
São Paulo,201306,2,3058728.8999999994,11024,545,3,112,11337,278
São Paulo,201306,3,3909138.6999999997,8087,523,8,156,8467,254
São Paulo,201306,4,1754843.5500000014,2294,311,11,95,2384,93
Paraná,201306,0,82778.20000000001,284,87,0,5,289,2
Paraná,201306,2,810018.7000000004,2787,321,2,33,2867,70
Paraná,201306,3,1236538.85,2486,315,0,46,2627,67
Paraná,201306,1,325497.3,1659,243,0,9,1712,38
Paraná,201306,4,451165.10000000015,593,160,2,33,623,20
Santa Catarina,201306,3,727814.6000000004,1461,228,0,19,1510,48
Santa Catarina,201306,1,260005.45,1612,183,1,7,1646,51
Santa Catarina,201306,2,535085.9000000003,1901,212,2,14,1949,46
Santa Catarina,201306,4,391264.5500000001,521,134,0,11,543,16
Santa Catarina,201306,0,66466.0,145,55,0,7,146,4
Rio Grande do Sul,201306,2,1347741.749999999,4452,398,2,54,4569,116
Rio Grande do Sul,201306,0,97082.35,324,87,0,1,337,12
Rio Grande do Sul,201306,1,815283.6000000001,3597,350,0,23,3682,118
Rio Grande do Sul,201306,4,672940.4500000005,861,217,2,32,888,43
Rio Grande do Sul,201306,3,1300956.1499999994,2984,365,2,65,3081,63
Mato Grosso do Sul,201306,2,183693.4,631,63,1,6,651,9
Mato Grosso do Sul,201306,3,239555.34999999995,443,65,3,13,467,7
Mato Grosso do Sul,201306,1,80066.3,416,44,0,1,420,7
Mato Grosso do Sul,201306,4,71470.40000000001,66,23,1,7,71,6
Mato Grosso do Sul,201306,0,6448.3,13,7,0,0,13,0
Mato Grosso,201306,2,107108.19999999998,403,73,1,14,417,9
Mato Grosso,201306,3,222926.05,448,83,1,35,465,10
Mato Grosso,201306,1,41472.9,226,45,0,4,230,10
Mato Grosso,201306,4,83217.65,71,30,1,16,78,4
Mato Grosso,201306,0,4248.25,9,7,0,1,9,0
Mato Grosso,201306,,2458.65,2,2,0,0,2,0
Distrito Federal,201306,0,9529.75,59,1,0,0,59,1
Distrito Federal,201306,1,21423.5,134,1,0,0,134,20
Distrito Federal,201306,2,52577.0,258,1,0,1,258,40
Distrito Federal,201306,3,73245.0,200,1,0,1,202,29
Distrito Federal,201306,4,33500.1,49,1,0,0,49,7
Rondônia,201307,2,18690.15,80,22,0,2,82,1
Rondônia,201307,3,69754.5,105,26,0,2,108,9
Rondônia,201307,1,8359.85,42,12,0,0,43,1
Rondônia,201307,4,18003.95,22,11,0,3,23,1
Rondônia,201307,0,239.25,4,3,0,1,4,0
Acre,201307,3,42745.15,71,10,0,1,73,6
Acre,201307,0,649.75,2,2,0,0,2,0
Acre,201307,2,17038.449999999997,50,5,0,1,51,0
Acre,201307,1,1674.75,22,1,0,0,22,0
Acre,201307,4,2081.25,3,2,0,0,3,0
Amazonas,201307,3,151964.8,273,13,0,1,278,12
Amazonas,201307,2,108443.54999999997,326,12,0,1,329,10
Amazonas,201307,4,41227.9,45,2,0,0,45,4
Amazonas,201307,1,13924.75,83,3,0,0,83,1
Amazonas,201307,0,5639.0,4,1,0,0,4,0
Roraima,201307,0,599.25,4,1,0,0,5,0
Roraima,201307,1,3148.75,16,1,0,0,16,0
Roraima,201307,2,8380.5,32,1,0,1,33,1
Roraima,201307,3,8185.200000000001,39,5,0,0,42,3
Roraima,201307,4,4789.75,8,1,0,0,9,0
Pará,201307,2,123447.94999999998,382,56,0,1,398,21
Pará,201307,3,166881.0,324,59,1,5,337,21
Pará,201307,4,53854.05,52,19,0,2,53,4
Pará,201307,1,20308.0,136,22,1,1,138,2
Pará,201307,0,79.75,1,1,0,0,1,0
Amapá,201307,2,14014.75,19,3,0,1,20,1
Amapá,201307,0,1700.0,1,1,0,0,1,0
Amapá,201307,1,1400.0,2,1,0,0,2,0
Amapá,201307,3,11586.75,11,4,0,0,12,1
Amapá,201307,4,6292.0,5,2,0,0,5,1
Tocantins,201307,3,76022.5,110,42,0,4,119,0
Tocantins,201307,1,10841.25,47,18,0,0,50,0
Tocantins,201307,0,159.5,2,2,0,0,2,0
Tocantins,201307,2,35847.5,123,32,0,0,127,2
Tocantins,201307,4,28853.600000000002,22,17,0,4,24,2
Maranhão,201307,1,58046.700000000004,266,54,0,4,275,15
Maranhão,201307,2,181254.74999999997,571,90,1,8,591,17
Maranhão,201307,3,340548.64999999997,517,97,2,13,541,25
Maranhão,201307,4,89339.45000000001,93,28,1,7,95,2
Maranhão,201307,0,2289.5,4,3,0,0,4,0
Piauí,201307,0,1942.75,2,2,0,0,2,1
Ceará,201307,1,196050.75000000003,1194,109,0,1,1208,16
Ceará,201307,2,651015.15,1867,145,0,3,1926,72
Ceará,201307,3,947253.2000000004,1741,154,0,6,1827,71
Ceará,201307,0,69161.95,251,52,0,0,251,1
Ceará,201307,4,282795.8499999999,334,72,0,1,350,14
Rio Grande do Norte,201307,1,78868.6,355,61,0,3,369,10
Rio Grande do Norte,201307,2,253671.4,636,114,1,7,670,13
Rio Grande do Norte,201307,3,414090.1,618,103,0,14,657,18
Rio Grande do Norte,201307,4,96765.45000000001,74,21,0,5,83,2
Rio Grande do Norte,201307,0,1971.25,3,2,0,0,3,0
Paraíba,201307,0,7329.5,45,20,0,0,45,0
Paraíba,201307,2,205441.9,719,122,0,6,733,51
Paraíba,201307,1,56940.05,283,69,0,2,289,15
Pernambuco,201307,0,101456.25,159,48,0,2,164,6
Pernambuco,201307,1,141063.3,637,108,0,2,653,26
Pernambuco,201307,2,750241.5000000002,2039,160,0,12,2113,62
Pernambuco,201307,3,760743.9000000001,1402,152,2,12,1469,55
Pernambuco,201307,4,255965.74999999997,316,63,1,7,324,14
Pernambuco,201307,,3129.9,2,2,0,0,2,0
Alagoas,201307,2,155028.05,418,71,2,7,429,13
Alagoas,201307,3,343917.8000000001,487,80,2,20,520,22
Alagoas,201307,1,33589.8,164,34,0,2,167,5
Alagoas,201307,0,13084.449999999999,22,6,0,1,23,0
Alagoas,201307,4,104505.35000000002,76,21,0,5,79,7
Sergipe,201307,2,52748.6,167,35,0,3,174,16
Sergipe,201307,3,121775.65,201,42,0,3,213,20
Sergipe,201307,4,39035.200000000004,41,17,0,1,41,8
Sergipe,201307,0,2798.0,2,1,0,0,4,0
Sergipe,201307,1,17812.75,79,20,0,0,82,10
Bahia,201307,1,186387.1,1052,182,0,6,1095,38
Bahia,201307,2,692676.6500000001,2272,296,1,25,2369,72
Bahia,201307,3,935561.9500000003,1735,280,2,55,1821,75
Bahia,201307,4,460784.8999999999,404,136,2,16,429,23
Bahia,201307,0,10214.25,32,22,0,0,32,2
Bahia,201307,,529.25,1,1,0,0,1,0
Minas Gerais,201307,3,2322679.1999999955,3913,592,7,109,4151,123
Minas Gerais,201307,1,749455.8500000001,3715,489,2,26,3845,120
Minas Gerais,201307,2,1805616.4999999986,5564,632,4,66,5821,154
Minas Gerais,201307,4,839078.8500000013,831,261,5,47,879,33
Minas Gerais,201307,0,97341.7,216,102,0,3,223,13
Minas Gerais,201307,,0.0,1,1,0,0,1,0
Espírito Santo,201307,0,53547.05,169,27,0,1,169,15
Espírito Santo,201307,1,116373.95,494,56,0,7,515,10
